,lane_Connection_id,upstream_lane_id,downstream_lane_id,node_id,lane_connnection_geometry
1210,17015,16993_1__1,583_1__5,19717,"LINESTRING(114.05929531217554 22.537810776687664 1.468762889089703e-09,114.05927214599328 22.537733268703693 1.3103533979185108e-09,114.05921159282433 22.537669340552426 1.0768927074234756e-09,114.05913273530611 22.537622630092805 8.188286371139013e-10,114.05895469172816 22.537579751056047 4.3320369229734713e-10)"
1211,17018,16961_-1__5,583_1__5,19717,"LINESTRING(114.05938959085057 22.537642597714317 -2.275646224347838e-06,114.05928472198667 22.537631600274224 -1.8833549523287044e-06,114.0591858758619 22.537613425145913 -1.305582074630993e-06,114.05909197302334 22.53759454993247 -6.884522457597477e-07,114.0589546917358 22.537579750517118 1.337910726331996e-09)"
1212,17018,16961_-1__4,583_1__4,19717,"LINESTRING(114.05939078601807 22.53761209357778 -2.275646224347838e-06,114.05928924669155 22.537601938016895 -1.8833549523287044e-06,114.05919162458527 22.537584581001997 -1.305582074630993e-06,114.05909709268013 22.53756579914556 -6.884522457597477e-07,114.05895511322676 22.53755064897895 1.337910726331996e-09)"
1213,17018,16961_-1__3,583_1__3,19717,"LINESTRING(114.05939199351086 22.53758127485111 -2.275646224347838e-06,114.059293784174 22.53757219198143 -1.8833549523287044e-06,114.05919728096387 22.53755620018464 -1.305582074630993e-06,114.05910190186655 22.537538791876283 -6.884522457597477e-07,114.0589554971101 22.537524144018583 1.337910726331996e-09)"
1214,17023,16961_-1__5,583_1__6,19717,"LINESTRING(114.05938959086795 22.537642597270647 -2.275646224347838e-06,114.05928879195535 22.537636494003703 -1.8760943566727034e-06,114.05919064812772 22.53762707301288 -1.2877295818904354e-06,114.05909501840884 22.537616460697325 -6.608899278415777e-07,114.05895428276814 22.53760798732968 2.569013968811256e-08)"
1215,17023,16961_-1__4,583_1__5,19717,"LINESTRING(114.05939078602286 22.537612093455955 -2.275646224347838e-06,114.05929149785582 22.53760627281195 -1.8760943566727034e-06,114.05919385904508 22.537597384665315 -1.2877295818904354e-06,114.05909773850954 22.537587786427387 -6.608899278415777e-07,114.05895469173113 22.537579750809446 2.569013968811256e-08)"
1216,17023,16961_-1__3,583_1__4,19717,"LINESTRING(114.0593919935098 22.537581274877702 -2.275646224347838e-06,114.0592942444324 22.537575597310507 -1.8760943566727034e-06,114.05919713995789 22.53756704912181 -1.2877295818904354e-06,114.0591005339139 22.537558318322176 -6.608899278415777e-07,114.05895511322444 22.53755064913093 2.569013968811256e-08)"
1217,17028,16961_-1__5,583_1__7,19717,"LINESTRING(114.05938959087388 22.53764259711947 -2.275646224347838e-06,114.05929486581203 22.537640055259654 -1.879448246579722e-06,114.05919891262897 22.537638224509212 -1.2960586126268298e-06,114.0591017944413 22.537637184214375 -6.75062927894249e-07,114.05895387794284 22.537635938250233 4.3320508604000914e-10)"
1218,17028,16961_-1__4,583_1__6,19717,"LINESTRING(114.05939078602829 22.537612093317502 -2.275646224347838e-06,114.05929508726295 22.537609776334662 -1.879448246579722e-06,114.05919863372475 22.537608790657348 -1.2960586126268298e-06,114.05910147449025 22.537608647573972 -6.75062927894249e-07,114.05895428276466 22.537607987639063 4.3320508604000914e-10)"
1219,17028,16961_-1__3,583_1__5,19717,"LINESTRING(114.05939199350934 22.537581274889423 -2.275646224347838e-06,114.0592953109857 22.537579186765782 -1.879448246579722e-06,114.05919835187574 22.53757904601728 -1.2960586126268298e-06,114.05910115074828 22.537579772804985 -6.75062927894249e-07,114.05895469172803 22.537579751064506 4.3320508604000914e-10)"
1220,17033,16961_-1__5,583_1__8,19717,"LINESTRING(114.05938959087229 22.537642597160218 -2.275646224347838e-06,114.05930090427258 22.53764339236569 -1.8811149992504835e-06,114.05920763751057 22.537649778312225 -1.3001076036045458e-06,114.05910998210386 22.53765808017356 -6.805558585838335e-07,114.05895346478087 22.537664464703347 2.8354045489555895e-09)"
1221,17033,16961_-1__4,583_1__7,19717,"LINESTRING(114.05939078602749 22.537612093337877 -2.275646224347838e-06,114.05929878479651 22.537613054868906 -1.8811149992504835e-06,114.05920406458837 22.537620053108085 -1.3001076036045458e-06,114.05910674423305 22.53762904669631 -6.805558585838335e-07,114.05895387794041 22.537635938426515 2.8354045489555895e-09)"
1222,17033,16961_-1__3,583_1__6,19717,"LINESTRING(114.05939199350955 22.537581274884275 -2.275646224347838e-06,114.05929666134246 22.537582660418884 -1.8811149992504835e-06,114.05920052348176 22.537590592583573 -1.3001076036045458e-06,114.0591035569957 22.537600467229844 -6.805558585838335e-07,114.05895428276219 22.537607987813388 2.8354045489555895e-09)"
1223,17066,17038_1__6,16961_-1__5,19718,"LINESTRING(114.06078595558957 22.53766085311832 -5.220783805270912e-10,114.06068608406946 22.537659476903556 -2.848360142926651e-10,114.06058730526709 22.537656196919897 6.24662322142937e-11,114.06048959104083 22.53765251932355 4.6283161978287323e-10,114.06039304435899 22.53764909927587 8.592634092021619e-10,114.06021671252371 22.53764480275497 1.3914274302930692e-09)"
1224,17066,17038_1__5,16961_-1__4,19718,"LINESTRING(114.06078603117317 22.537633762170348 -5.220783805270912e-10,114.0606872552817 22.537632007074198 -2.848360142926651e-10,114.06058917435048 22.537627967043218 6.24662322142937e-11,114.06049173061609 22.53762339216041 4.6283161978287323e-10,114.06039499556509 22.537618782689208 8.592634092021619e-10,114.06021683623227 22.53761372546067 1.3914274302930692e-09)"
1225,17066,17038_1__4,16961_-1__3,19718,"LINESTRING(114.0607861067568 22.537606671209613 -5.220783805270912e-10,114.06068842003808 22.53760468865176 -2.848360142926651e-10,114.06059101310358 22.537600195252118 6.24662322142937e-11,114.06049383117974 22.537594796070916 4.6283161978287323e-10,114.06039688375878 22.53758944513633 8.592634092021619e-10,114.0602169554981 22.53758376423987 1.3914274302930692e-09)"
1226,17071,16961_1__6,17038_-1__5,19718,"LINESTRING(114.06021761354855 22.537418452673194 6.151736897663795e-10,114.06031745846316 22.53741991410462 6.8010525158826e-10,114.06041620993082 22.537423244193423 7.751605099668147e-10,114.06051389209574 22.53742698021067 8.847352415614701e-10,114.06061039017797 22.537430657827763 9.932252230316516e-10,114.06078658710668 22.537434502183903 1.1387726351819459e-09)"
1227,17071,16961_1__5,17038_-1__4,19718,"LINESTRING(114.06021750570898 22.537445543518153 6.151736897663795e-10,114.06031626538936 22.537447382982165 6.8010525158826e-10,114.06041432981068 22.53745147249316 7.751605099668147e-10,114.06051175634968 22.537456061917805 8.847352415614701e-10,114.06060847287598 22.53746065116299 9.932252230316516e-10,114.06078650040126 22.537465579532817 1.1387726351819459e-09)"
1228,17071,16961_1__4,17038_-1__3,19718,"LINESTRING(114.06021739786958 22.537472634313808 6.151736897663795e-10,114.06031507888413 22.537474700616666 6.8010525158826e-10,114.06041248012353 22.53747924385783 7.751605099668147e-10,114.06050965623284 22.537484658462457 8.847352415614701e-10,114.06060659741105 22.537489990006726 9.932252230316516e-10,114.0607864168094 22.53749554090155 1.1387726351819459e-09)"
1229,17089,17038_-1__5,16897_-1__3,19719,"LINESTRING(114.06138452379628 22.53744445829959 -2.2959340952866114e-06,114.06148268260185 22.537449774607406 -2.060927692987938e-06,114.06158279292097 22.537454637474053 -1.721325274514663e-06,114.06168448862772 22.537463493768723 -1.3205132203852526e-06,114.06179772014785 22.537487196308902 -9.018779111181705e-07,114.06188928333269 22.537524894726342 -5.088057272318816e-07,114.06203208441785 22.53754708208095 -5.105162086816692e-10)"
1230,17089,17038_-1__4,16897_-1__2,19719,"LINESTRING(114.061383538353 22.537474970650116 -2.2959340952866114e-06,114.06148130323625 22.537479566963864 -2.060927692987938e-06,114.06158021182969 22.53748453859879 -1.721325274514663e-06,114.06167985815276 22.537493724158253 -1.3205132203852526e-06,114.06178552998182 22.53751607705883 -9.018779111181705e-07,114.06187588806498 22.53755374896715 -5.088057272318816e-07,114.06203081657509 22.537578666290862 -5.105162086816692e-10)"
1231,17089,17038_-1__3,16897_-1__1,19719,"LINESTRING(114.06138254284305 22.5375057946822 -2.2959340952866114e-06,114.06147991630918 22.537509522623807 -2.060927692987938e-06,114.06157760850083 22.537514697325655 -1.721325274514663e-06,114.06167519607092 22.537524160881944 -1.3205132203852526e-06,114.0617732968677 22.537545059547632 -9.018779111181705e-07,114.06186253734617 22.537582507233626 -5.088057272318816e-07,114.06202954873181 22.537610250500084 -5.105162086816692e-10)"
1232,17094,17038_-1__5,16897_-1__4,19719,"LINESTRING(114.06138452379898 22.537444458216076 -2.2959340952866114e-06,114.06148240690496 22.537446977937694 3.363662523338098e-05,114.06158320873169 22.537451911358463 8.56179138350504e-05,114.06168638530913 22.537463002953334 0.00014688965827779575,114.06179124175726 22.537484488855526 0.00021069358512969112,114.0618751472583 22.53750788019812 0.0002702714209588106,114.06203335226735 22.537515497676598 0.0003440195304114986)"
1233,17094,17038_-1__4,16897_-1__3,19719,"LINESTRING(114.06138353835851 22.537474970479163 -2.2959340952866114e-06,114.06148115591824 22.537477626443653 3.363662523338098e-05,114.06158047376736 22.537482687569973 8.56179138350504e-05,114.0616809272072 22.537493692892482 0.00014688965827779575,114.06178176010786 22.537514518300718 0.00021069358512969112,114.06186912922992 22.537538838366967 0.0002702714209588106,114.06203208442567 22.537547081875168 0.0003440195304114986)"
1234,17094,17038_-1__3,16897_-1__2,19719,"LINESTRING(114.06138254284345 22.537505794669677 -2.2959340952866114e-06,114.06147989484714 22.5375085219977 3.363662523338098e-05,114.0615777253269 22.537513615412504 8.56179138350504e-05,114.06167545804837 22.537524444988847 0.00014688965827779575,114.06177227362076 22.53754456305379 0.00021069358512969112,114.06186311431264 22.53756978051741 0.0002702714209588106,114.0620308165831 22.53757866607995 0.0003440195304114986)"
1235,17099,17038_-1__5,16897_-1__5,19719,"LINESTRING(114.06138452379237 22.53744445841995 -2.2959340952866114e-06,114.0614839583468 22.53744830413854 7.003113950549122e-05,114.06158251090939 22.53745413975051 0.00017474257278720563,114.06168021752238 22.53746115189896 0.00029804970578160763,114.06177710707136 22.53746853868486 0.00042616387852044825,114.06187321227559 22.53747544717514 0.0005452964310354785,114.06203462010707 22.537483913502463 0.0006880383578405776)"
1236,17099,17038_-1__4,16897_-1__4,19719,"LINESTRING(114.06138353835647 22.537474970542117 -2.2959340952866114e-06,114.06148203168596 22.53747893668484 7.003113950549122e-05,114.06157994599549 22.53748496310393 0.00017474257278720563,114.06167732509681 22.537492189972365 0.00029804970578160763,114.06177420896377 22.537499769705644 0.00042616387852044825,114.06187063477117 22.537506867241593 0.0005452964310354785,114.0620333522659 22.537515497701932 0.0006880383578405776)"
1237,17099,17038_-1__3,16897_-1__3,19719,"LINESTRING(114.06138254284386 22.53750579465676 -2.2959340952866114e-06,114.06148009035199 22.537509802509273 7.003113950549122e-05,114.06157737115204 22.537515905769727 0.00017474257278720563,114.0616744309967 22.537523246000955 0.00029804970578160763,114.0617713138237 22.537530968733236 0.00042616387852044825,114.06186806249056 22.537538223614895 0.0005452964310354785,114.06203208442567 22.537547081864062 0.0006880383578405776)"
1238,17104,17082_-1__1,16897_-1__5,19719,"LINESTRING(114.06174013226509 22.537353895828947 -1.6521397583346698e-09,114.06177266308556 22.537420483833515 0.0002867138334546377,114.06185443579696 22.537458886778168 0.000704920084303995,114.06203462010673 22.53748391348737 0.0013761471042669372)"
1239,17107,17038_-1__5,17082_1__1,19719,"LINESTRING(114.06138452379379 22.537444458379746 -2.2749972288238496e-06,114.06148098945022 22.53744608944136 -1.814243054756237e-06,114.06157586699469 22.53743983245207 -1.1407231558141265e-06,114.06166342970593 22.53741338511349 -4.6648614222301533e-07,114.06170619761805 22.537351626787874 -1.6520955305245755e-09)"
1240,17110,16897_1__4,17038_1__6,19719,"LINESTRING(114.06202447735379 22.537736587301307 -5.14603470946895e-10,114.06192351285672 22.537730206241516 -2.388481256048038e-07,114.06182430001071 22.53772059540214 -5.839029743826223e-07,114.06172664651002 22.53770978911333 -9.902243532165175e-07,114.06163064372585 22.53769668167131 -1.4123574655186048e-06,114.06153583568373 22.53768470458871 -1.8048475147009988e-06,114.06137714976784 22.53767278053351 -2.2746632640135023e-06)"
1241,17110,16897_1__3,17038_1__5,19719,"LINESTRING(114.06202574520341 22.537705002995242 -5.14603470946895e-10,114.06192590603136 22.537699029339844 -2.388481256048038e-07,114.06182736266254 22.537690025299845 -5.839029743826223e-07,114.06172996221262 22.537679732038466 -9.902243532165175e-07,114.06163370694544 22.53766808149389 -1.4123574655186048e-06,114.06153834441156 22.53765700558511 -1.8048475147009988e-06,114.06137802432139 22.53764570174887 -2.2746632640135023e-06)"
1242,17110,16897_1__2,17038_1__4,19719,"LINESTRING(114.06202701304909 22.537673418773615 -5.14603470946895e-10,114.06192829885379 22.537667857012813 -2.388481256048038e-07,114.06183042748903 22.537659433477625 -5.839029743826223e-07,114.06173327839446 22.537649670606356 -9.902243532165175e-07,114.06163680155747 22.537639188204473 -1.4123574655186048e-06,114.06154087310125 22.53762908617038 -1.8048475147009988e-06,114.06137889887519 22.53761862294628 -2.2746632640135023e-06)"
1243,17110,16897_1__1,17038_1__3,19719,"LINESTRING(114.06202828089344 22.537641834570124 -5.14603470946895e-10,114.06193069340067 22.537636662205724 -2.388481256048038e-07,114.06183349016038 22.53762886315308 -5.839029743826223e-07,114.06173658708106 22.537619677105777 -9.902243532165175e-07,114.06163992538671 22.537610022111814 -1.4123574655186048e-06,114.06154340763 22.537601102274856 -1.8048475147009988e-06,114.06137977342591 22.53759154422825 -2.2746632640135023e-06)"
1244,17116,16897_1__4,17038_1__7,19719,"LINESTRING(114.06202447736031 22.53773658713879 -5.14603470946895e-10,114.06192740342834 22.537732236534204 -2.394523525018538e-07,114.06183039789096 22.53772699372857 -5.854305640957675e-07,114.061733409627 22.5377221063689 -9.927655664178366e-07,114.06163655190144 22.537714509417025 -1.415773687633209e-06,114.06153972511953 22.537706598304464 -1.8087712559070333e-06,114.06137627520992 22.537699859442778 -2.2763442331096988e-06)"
1245,17116,16897_1__3,17038_1__6,19719,"LINESTRING(114.06202574520655 22.53770500291705 -5.14603470946895e-10,114.06192865112848 22.53770093689782 -2.394523525018538e-07,114.06183160542784 22.53769624385753 -5.854305640957675e-07,114.0617345713572 22.537691822617802 -9.927655664178366e-07,114.06163762959406 22.537685491348363 -1.415773687633209e-06,114.0615407087678 22.537678968697747 -1.8087712559070333e-06,114.06137714976525 22.53767278061424 -2.2763442331096988e-06)"
1246,17116,16897_1__2,17038_1__5,19719,"LINESTRING(114.06202701305097 22.537673418727042 -5.14603470946895e-10,114.06192989883385 22.537669637116814 -2.394523525018538e-07,114.06183281297092 22.537665493814963 -5.854305640957675e-07,114.06173573309255 22.537661538719327 -9.927655664178366e-07,114.06163870728896 22.537656473205992 -1.415773687633209e-06,114.0615416924154 22.537651339098343 -1.8087712559070333e-06,114.06137802431988 22.537645701796972 -2.2763442331096988e-06)"
1247,17116,16897_1__1,17038_1__4,19719,"LINESTRING(114.06202828089607 22.537641834504633 -5.14603470946895e-10,114.06193114655022 22.537638337045113 -2.394523525018538e-07,114.0618340205308 22.537634743330987 -5.854305640957675e-07,114.06173689484923 22.537631254251234 -9.927655664178366e-07,114.06163978500494 22.537627454484234 -1.415773687633209e-06,114.06154267608377 22.537623708904057 -1.8087712559070333e-06,114.06137889887285 22.537618623019224 -2.2763442331096988e-06)"
1248,17295,17320_-1__9,17245_-1__2,19720,"LINESTRING(114.05782248492238 22.531291762368184 -3.765023848245619e-10,114.05791049697821 22.531275944543147 5.9182465901909646e-05,114.0580181820517 22.53121898325809 0.00014391709607820675)"
